,node,betweenness_centrality
118,Q2M385,3.5539988240234977e-06
119,Q9Y5G1,0.0
120,Q8N8U2,3.236679497452223e-06
121,Q9BRF8,1.6743426149520645e-05
122,Q15434,5.312632153706279e-06
123,Q69YW2,0.0
124,D6RCP7,6.64591139813585e-08
125,Q96DY2,9.410556222806236e-06
126,Q92673,4.896497915649416e-05
127,Q86VH5,1.0078747425619749e-05
128,Q9BRA0,0.0004331473658836
129,P43251,8.0974679247573e-06
130,Q8IXQ8,0.0
131,Q96FA3,4.434530429445244e-06
132,Q52LJ0,3.707924496334618e-05
133,Q9P278,1.1348293936467792e-05
134,Q9H3H1,8.430054216023887e-05
135,P09681,4.936374767921575e-05
136,Q9BRR3,6.342151298009474e-08
137,O15119,4.089531490612161e-05
138,Q96M98,0.0001201550212417
139,Q9UKY1,1.0373229790371331e-06
140,Q9NS66,1.532183763207556e-06
141,Q6P6C2,0.0001023615766102
142,Q18PE1,4.1137398406334e-05
143,Q969E8,5.456760051980952e-05
144,Q9UL12,2.2098497350450623e-05
145,Q8NGA5,1.599525910198628e-05
146,Q9H477,8.410780920944885e-05
147,P51690,7.533205449486561e-06
148,Q92968,0.0001662301571141
149,O43559,9.666961257096696e-06
150,MS4A4E,0.0
151,Q6VY07,1.3522247384598094e-05
152,Q13255,0.0001664482906991
153,P30874,6.199846414492812e-06
154,P29016,2.0673371811618e-05
155,Q96MV8,9.96394342154418e-06
156,Q16651,9.06425845473811e-06
157,Q8NH00,5.39364805986507e-05
158,Q9UM63,1.874385583813278e-05
159,P11310,3.880236771961628e-05
160,O15511,6.361018833721447e-05
161,O43665,1.1219982267026216e-06
162,P26717,2.3556583867452893e-05
163,Q27J81,5.661406322700418e-05
164,Q86Y97,2.695220770513148e-06
165,Q9H0H0,0.0003035915237441
166,Q96PX1,9.742253631008303e-06
167,Q7L211,7.835580229981185e-06
168,Q13228,0.0005173183607328
169,H0Y8V1,2.138300758137654e-07
170,MTRNR2L8,7.482594314765247e-05
171,Q13467,0.0001880350811798
172,Q9NZK7,2.8426352483124823e-05
173,Q14166,0.0003306696664589
174,P17032,0.0
175,P19113,2.9480760189784967e-05
176,Q9BQI0,0.0
177,Q8NEG4,8.058073022493114e-06
178,Q13946,4.926351385607738e-06
179,Q6QHF9,8.387435071756827e-05
180,Q9BPW4,0.0
181,P41594,0.0001561837493458
182,Q8IXI2,4.543861057231047e-05
183,Q9BYQ9,0.0
184,Q8NEP3,2.057878512469176e-05
185,Q7L0X0,1.8985831042701352e-05
186,Q92558,4.7671310109494695e-05
187,Q969I6,1.5217102293733754e-05
188,O15079,1.3257810044705233e-05
189,O60308,0.0001073883667789
190,Q9Y5H9,0.0
191,Q02833,1.967941939205193e-05
192,Q9H8Y8,2.143423747786651e-05
193,Q9H5J8,2.90659898666771e-05
194,Q96BP3,0.0001556593141555
195,Q4G0W2,1.3832323159217922e-06
196,Q9H8M9,4.487948530130221e-06
197,Q14674,0.0001502948238446
198,P16871,0.0002020425369037
199,Q9C0A1,6.393193199525995e-06
200,Q9NX55,3.096655593089818e-05
201,OPN1SW,4.870575397369608e-05
202,Q8IV03,0.0
203,Q5VYY2,1.1719647688436474e-06
204,P42658,3.193198304238836e-05
205,Q6P444,2.365833778465576e-06
206,Q9ULV4,5.007173083033683e-05
207,Q99705,0.0003272321389654
208,Q9BUR4,4.160309131939712e-05
209,Q92563,3.888340954369321e-06
210,Q8NCR3,0.0
211,Q96GT9,0.0
212,Q8NGL2,2.039290213708664e-05
213,Q502W6,0.0
214,Q9Y2Q9,6.335706569887089e-07
215,Q96PH1,7.588570145156342e-06
216,Q9NRB3,9.625676294179516e-06
217,EIF2S3L,3.934780163777829e-06
218,Q8IX90,1.1756796019639196e-05
219,O43615,0.0002212640850306
220,Q9Y3P8,8.554391134146651e-07
221,Q12981,0.0001035936938856
222,Q9NS93,1.4202949537464236e-05
223,P28221,1.917377275565293e-05
224,Q9Y2T3,1.900762548754208e-05
225,Q9UHY7,2.4109997385876125e-05
226,Q9BSD7,0.000155891990629
227,O75443,1.4528831091927792e-05
228,P20618,0.0001246470967663
229,O15481,1.5464250480115913e-05
230,Q6NSX1,3.837355917490996e-06
231,LRRC53,0.0
232,Q7Z5A7,2.996492212956714e-08
233,Q9H7R5,0.0
234,P15924,6.590353125971928e-05
235,Q6ZVW7,0.0
236,P63098,7.949802266661127e-05
237,O14795,9.410906489204628e-05
238,P22891,1.2836404155255609e-05
239,Q9NV66,1.3710073859301974e-05
240,Q8TAA1,2.502985603011111e-05
241,Q2T9J0,3.403435871611306e-05
242,Q9NPR9,6.657465571525398e-05
243,Q02543,0.0001984437585429
244,Q03924,5.744795946674986e-09
245,O75445,7.593773711562127e-05
246,O60232,4.59000266218747e-05
247,Q9H3Z7,8.804846500606501e-07
248,Q9Y3B7,0.0006234804997882
249,Q13591,6.881355815350141e-05
250,Q5SQI0,4.328280719979211e-05
251,Q53H12,0.0003328229508542
252,Q14CN4,8.595827785869253e-06
253,Q9BUY5,0.0
254,P22310,1.1130771443548716e-05
255,Q9C0C4,3.8417981572452256e-06
256,Q9H0N5,9.48026508798672e-06
257,P15735,9.714058989481006e-06
258,Q06787,0.0005776303997864
259,Q92526,8.67939874293856e-05
260,P11511,0.0002316149767763
261,P17025,3.47040744699402e-05
262,Q86XA9,1.294564073203917e-05
263,Q9H0M4,1.5601773055513336e-05
264,Q14694,0.0001041023046101
265,O95881,0.0001178481407021
266,Q8NEG0,0.0
267,Q9Y234,3.502276761638364e-05
268,Q0VG99,3.7432769474764015e-06
269,Q5SNV9,8.239409776050945e-06
270,Q9BXJ1,3.132212303733635e-06
271,Q8TBC5,2.873958745352164e-06
272,Q01860,0.0014728869786112
273,P29536,4.977396856558356e-06
274,O95166,0.0004816800604547
275,P02652,0.0002928501166648
276,Q5T1Q4,2.5319585131214727e-05
277,Q9H8H3,9.99266727084492e-07
278,Q10586,5.953038177283781e-06
279,Q8NEK8,9.91445075041998e-05
280,P26718,0.0001236682336306
281,C9orf139,0.0
282,P07954,0.0004503871385718
283,Q9ULH4,6.183892533758283e-05
284,Q99489,4.8457154977922165e-05
285,Q8WU67,5.9206268728372646e-05
286,Q16854,6.819269037163956e-05
287,Q96P48,4.146237550377292e-05
288,Q6UWX4,0.0
289,P01571,4.95210490879996e-05
290,P0DMV1,4.718584101805729e-06
291,Q562R1,5.061696461378917e-06
292,Q7LGA3,6.479159863682696e-06
293,Q8NFZ8,3.1265131699885877e-06
294,B3KS81,0.0
295,Q15005,5.499641008746492e-05
296,Q6STE5,0.0001437105412854
297,Q8TC29,5.004293216776002e-05
298,C9JR72,9.984601558612893e-06
299,Q2M2W7,0.0
300,Q86VD7,6.00549296603691e-06
301,Q9UBP6,0.0002819708442596
302,Q96H12,4.617049227542672e-05
303,Q9NXG0,8.17992008992354e-05
304,Q9HAK2,1.2331480128459117e-05
305,P98095,1.556543809896438e-05
306,P50221,5.051060222334233e-05
307,P08253,0.0003261819257693
308,Q3LI63,0.0051559051289167
309,P12318,0.0001055840089938
310,Q6ZQQ2,2.2160880703632437e-06
311,Q6ZRK6,0.0001049684736276
312,Q3MJ62,3.44599946211887e-05
313,A8MQ27,8.131765345541716e-05
314,A6NFN9,2.1939713200822704e-05
315,Q5VZE5,9.957483015598344e-05
316,Q99678,5.149797169695086e-05
317,Q03135,0.0015557017680395
318,Q9H3N1,4.586541900272466e-05
319,Q9BRJ6,1.971464351819863e-07
320,O95178,3.964453690458495e-05
321,Q03692,1.4660209354692138e-05
322,Q9Y371,0.0001024334257906
323,Q9H501,0.0001568905586711
324,Q8N1S5,6.695691710398739e-06
325,B0I1T2,0.0006625602545671
326,Q6P5Q4,0.0001142235380875
327,Q8NB37,4.418181054111206e-06
328,P78386,0.0
329,Q9HCN4,8.463302295670299e-06
330,Q96GX8,2.311353340692956e-06
331,Q9NPF2,1.1810164444985737e-06
332,P51884,0.000194191185876
333,Q03395,3.750597248671245e-05
334,Q86WC6,6.524457662509186e-08
335,Q93008,0.0001521725326977
336,Q9Y5Z6,2.3956723095142925e-05
337,Q5T1N1,0.0
338,Q9UBG3,8.390907814925518e-06
339,P06340,2.320581686302857e-06
340,P82650,9.647359695487945e-05
341,Q9BU02,0.0001847410239203
342,P54577,0.0003066406382861
343,Q2M218,0.0
344,O75521,0.0001554660804888
345,Q8WUD6,5.336594335683045e-05
346,Q9HCH3,0.0
347,P55017,6.97785241428769e-05
348,Q8WWZ3,1.7717077700047138e-05
349,Q92560,0.0002251439760222
350,P24864,0.0001727541793376
351,P05129,0.0004114593943395
352,P10632,4.010746086733204e-05
353,GDF5OS,0.0
354,Q9NSB8,2.2764319686162343e-05
355,Q9H175,2.2602384489840538e-06
356,P36575,8.208945805994405e-05
357,Q96F46,3.357793421017578e-05
358,Q2VPA4,0.0
359,Q9Y221,0.0005448787275323
360,Q8WUR7,4.493728916058686e-06
361,Q5T5M9,2.0732974179474194e-05
362,Q9UJY5,0.0001106046009047
363,P60660,5.1554939634554655e-05
364,Q9NWT1,0.0003406912658285
365,Q99878,0.0005726666451973
366,Q6ZS86,4.172423540626881e-06
367,P0CI01,0.0
368,O00471,0.0002701123453709
369,O14921,9.208871695964352e-07
370,Q8NEK5,0.0
371,Q99715,4.003335996645136e-06
372,C9orf163,0.0
373,A8K855,0.0001200764356547
374,Q9Y6W5,3.086740813853764e-05
375,Q9Y584,0.0001317950118259
376,P59282,6.881104869316811e-05
377,Q8NEQ5,3.6347123158527335e-08
378,P15927,0.0003168892708126
379,Q5VTY9,1.778144944269533e-05
380,Q8NGQ2,7.44271556000929e-08
381,Q9Y2K7,1.349732307422658e-05
382,Q13485,0.0023962898917161
383,Q9UKX7,0.000280268480633
384,ZBED6CL,0.0
385,P50851,5.260889452563012e-05
386,Q86WN1,1.0349001527486386e-05
387,A4FU01,0.0
388,Q9Y4Y9,0.0001806300460922
389,P98196,4.234906636509537e-06
390,Q93045,1.4399366548924975e-05
391,O43150,0.0001059791879829
392,P10636,0.0012898937850561
393,Q96B33,0.0001248322804711
394,Q8TE77,5.633047313245957e-06
395,P32121,0.0102940145159403
396,P60827,7.830124314690761e-07
397,Q08043,0.0001570082241848
398,Q9UBZ4,2.176294156011232e-05
399,Q16674,8.541061001953873e-09
400,C6orf48,5.72268380537232e-05
401,O00230,1.290109578826584e-05
402,Q9H9K5,9.025533586166778e-06
403,P35348,1.571783050237189e-05
404,P43354,0.0002072288108019
405,O75638,7.23192754051532e-07
406,P54277,2.322585732098233e-05
407,Q9H6X4,0.0
408,Q9NZC7,0.0005776025410419
409,Q9UHJ6,6.827615052913114e-06
410,Q9Y6N6,0.001394961893477
411,Q8N6U8,3.534938003690746e-05
412,Q9NPZ5,0.0001460537665695
413,Q9BU20,5.99109720978598e-08
414,Q92542,6.746456073150238e-05
415,Q52LA3,5.476121283872044e-05
416,Q6QNY1,0.0002347942835308
417,O95390,2.4383328434293295e-05
418,Q9BUB5,0.0001546373662454
419,Q9UBY5,7.678822168391422e-05
420,Q9UKD2,0.000807990162103
421,Q5VW00,8.403520519023116e-06
422,Q9UKP5,5.7974706367018496e-06
423,Q9H1Y0,0.0001720632991899
424,P49685,2.3534769082495485e-05
425,Q9NV35,6.995747711656451e-06
426,Q8NH02,7.44271556000929e-08
427,Q9NQ11,0.0001361298128576
428,P56179,4.795292752963497e-07
429,Q6P0N0,1.3766364461420318e-05
430,Q5TD97,8.199729083424484e-07
431,Q8IUA7,0.0
432,Q6DHV7,0.0003097447741075
433,Q16667,8.077681893274928e-05
434,Q99550,2.2746281584637125e-06
435,Q8TDD1,9.04319080045766e-05
436,P50440,0.0001316905932073
437,O95521,0.0
438,Q03112,0.0016800850835767
439,A4D2H0,0.0
440,Q6P047,0.0
441,C9J202,0.0
442,Q5M775,6.365224156954608e-05
443,A0A126GVZ4,1.5985260397158707e-05
444,Q9UHR6,1.630076324425685e-05
445,Q9NYM4,0.0001371182456172
446,Q0P6H9,0.0
447,Q86XL3,8.02221969264441e-06
448,Q149N8,3.087735492573376e-05
449,P26232,4.359320587935074e-05
450,Q8N2G4,1.463241161215336e-05
451,Q96PQ0,7.569281860094461e-06
452,Q53HV7,1.1396556368788431e-05
453,O14522,1.2890731623096857e-05
454,Q03013,4.238487224635251e-06
455,Q9P1Z3,5.418965882071377e-06
456,P28906,0.000284782168835
457,Q9Y5S8,5.574665676491706e-05
458,Q9UL40,6.713797085324859e-05
459,Q2TAY7,0.0001240314559547
460,Q13336,0.0
461,Q14511,5.566938969235418e-05
462,Q7Z7H3,1.410424855187338e-06
463,Q9C0J9,8.658386377368113e-06
464,P01112,0.0044075525654721
465,Q5SR56,8.015878562609377e-08
466,Q00005,0.0001963140419819
467,O60548,0.0
468,Q9HBG6,8.92266951529374e-05
469,Q96RD0,7.44271556000929e-08
470,Q96C12,6.049717815091571e-06
471,P60153,0.0
472,Q8NFP0,0.0
473,ENSP00000476774,1.2160524192139358e-05
474,Q68D06,0.0
475,Q9HCS7,0.0003948224006392
476,Q12772,0.0001463063426229
477,Q05195,4.42898223157457e-05
478,Q6NTE8,2.7957422871967128e-06
479,Q13509,8.471729712954271e-05
480,Q5T9Z0,1.2333761583212876e-05
481,Q5T447,0.0
482,P78314,3.394926330900136e-05
483,Q99616,1.0767541599037408e-06
484,O96018,5.185367232945771e-05
485,O94761,8.147338109254628e-05
486,Q9NRX6,4.025979523026393e-06
487,Q9NY61,0.0003433152818677
488,A6NEM1,0.0
489,O75390,0.0002368278458585
490,P30085,4.296710427826239e-05
491,P53355,0.0001495834400584
492,P57103,1.3051512487498305e-05
493,Q06830,0.0001302096848677
494,Q9NNZ6,2.2957167131704623e-06
495,Q92935,2.6864142066016224e-06
496,O15530,0.00029659644895
497,Q96DE5,0.0001019106495788
498,Q5FWE3,0.000186854731622
499,Q6ZNA4,2.891399013058223e-05
500,Q86TI4,3.863650163420927e-05
501,P52434,0.0013301472893662
502,Q8N1L9,5.82918629124595e-06
503,O43264,0.0002488122194961
504,Q6P7N7,1.115101520480223e-05
505,Q8NC69,0.0001090882600803
506,Q8NCW5,1.823146225548423e-05
507,Q9Y5X5,1.5553769069850523e-05
508,P22531,3.553036833493471e-06
509,P43405,0.0005806292389379
510,P30990,0.0001296077171199
511,Q86SQ6,4.653683096489444e-05
512,P10646,6.668111032300878e-05
513,Q14050,3.5666922602509195e-05
514,Q8TC20,2.873804792950505e-05
515,Q9H8G1,0.0
516,Q96JC1,0.0002235168387148
517,Q8NDY8,0.0002875972716714
518,Q96S15,4.9806502986194176e-05
519,Q3LHN0,2.663410966089687e-07
520,Q5T6V5,3.740786780906695e-06
521,Q14680,4.037590896309183e-05
522,P20337,2.22803165298002e-05
523,Q05D32,6.19229314603963e-05
524,Q08116,8.195610296794142e-05
525,P53708,0.0015902866103022
526,Q3KRA9,4.030300609109598e-06
527,P62328,1.4664696510470446e-06
528,O15484,0.0
529,B2RUY7,0.00011364640693
530,P56270,1.416491573626956e-06
531,Q9C0K7,6.75487092225018e-05
532,P25791,4.0214419643035576e-05
533,WBSCR22,0.0001949202754538
534,Q9BWC9,2.4779376314724143e-06
535,USP41,5.2787093350901046e-05
536,E7ETH6,3.404792753495097e-06
537,Q8N609,2.18907576503845e-06
538,Q8IUK5,4.930025800889059e-06
539,Q92626,8.420668753717695e-06
540,Q9BYS1,0.0
541,O60749,0.0002918038076447
542,Q9Y6Q5,6.526064487723022e-05
543,Q9Y388,5.823074838914368e-05
544,Q9NRD5,0.0002494332529756
545,P52744,0.0
546,P09601,0.0004780119333072
547,P40424,0.0006215050231247
548,P21728,6.9528210721897e-05
549,O95948,3.4794136336114655e-08
550,O60487,1.034241897814584e-05
551,P00367,0.0005765395923248
552,Q9NZD4,4.386895640292807e-05
553,Q5VYV7,9.227460595501757e-06
554,O94844,1.3664936870663308e-06
555,Q14192,0.0001337955135559
556,Q9H201,1.5717314340459653e-05
557,P02144,0.0002443328780355
558,Q14157,4.5528921321523184e-05
559,B7Z6K7,0.0
560,Q86VP6,1.0675856431085066e-05
561,Q9BSG5,1.3944589390945096e-09
562,Q9BYN0,4.8259874706922365e-05
563,Q9UKT7,1.918633784877404e-05
564,Q9H3C7,2.40717355167514e-06
565,Q6ICB4,1.5148221065026224e-05
566,Q9ULV1,0.0001868787758086
567,P23109,0.0001065617233756
568,O75676,7.529669497356906e-06
569,Q13671,2.298434892492564e-05
570,P50607,1.5011962793360908e-05
571,P14314,1.256531771123162e-05
572,P27918,0.0002279467035382
573,Q5VV63,2.748049606988772e-06
574,P52961,2.296849590308705e-06
575,Q9NVR2,0.0010062570494767
576,Q9HC97,2.051036584467552e-05
577,Q6NUM6,5.47995147409129e-06
578,Q96IK5,1.1004509338885404e-05
579,Q8N2G6,1.788463118475905e-05
580,SLC35E2,5.653390023941032e-05
581,Q9BUN5,2.2227103925379044e-06
582,Q8IUD2,0.000180132303892
583,P48444,0.0001444242282577
584,Q5VWQ0,0.0
585,Q5MJ09,1.8005507515909206e-05
586,Q9UBC9,2.7920851656887225e-05
587,Q8WWF1,0.0
588,Q9H2R5,5.553993932810543e-06
589,Q7Z392,0.0005627704915604
590,Q7Z4G1,0.0001888422542523
591,Q8IYA6,4.7667265244067314e-05
592,Q8TF74,5.2048222523073495e-05
593,Q5VZ03,1.0171783527220393e-05
594,KRTAP4-7,0.0
595,Q8TB61,6.372252737602809e-05
596,Q9UMZ2,7.857896078920807e-05
597,P09471,0.0002543981866511
598,O75365,2.861463774873375e-05
599,Q9Y3D3,0.0002114657769041
600,Q9NY72,2.3117538211354654e-05
601,Q9Y3E5,2.208877286731897e-05
602,Q16543,5.9672059760760245e-05
603,Q8NH05,7.44271556000929e-08
604,Q6AZW8,0.0
605,ENSP00000451560,9.183126202325662e-05
606,Q9UPT5,0.0004254445004571
607,Q9NRX1,0.0001754632484391
608,P05538,2.633076675786192e-05
609,Q16557,1.4629947978628476e-06
610,Q16875,1.6879430991983393e-05
611,Q99954,2.756672964361561e-07
612,A0JNW5,3.329519940855033e-07
613,P09105,2.4199811308786174e-05
614,Q96HP4,1.3157746827108024e-05
615,Q92698,2.624232166658391e-05
616,OTOGL,9.036149919764546e-06
617,Q5VV43,4.041101921096424e-05
618,Q7L0R7,8.087821706041704e-07
619,O43187,6.1309703560678735e-06
620,P0C6T2,4.3221278415734117e-08
621,Q8NBP5,1.126185134386347e-05
622,O95263,1.0490001801308127e-05
623,Q9UBY9,1.2293917994354627e-05
624,Q96C92,1.0335082831235706e-05
625,P61019,9.009979022343005e-05
626,Q92896,2.2425953314470395e-06
627,P05026,0.0007298934903063
628,E9PQ53,2.4147993570626856e-05
629,Q9UKT8,2.2876854854849274e-05
630,Q5THJ4,1.5703775164126954e-05
631,Q10713,7.232917517183578e-05
632,P15884,0.0001178132370656
633,Q6UY09,2.3245993688364022e-06
634,O43609,9.831853123582576e-05
635,Q96KK4,7.44271556000929e-08
636,Q9HCM1,0.0
637,Q658P3,0.000119444528545
638,P62380,5.3267499464516814e-05
639,Q5SQN1,1.3982335470738753e-05
640,O60880,6.412118862975e-05
641,Q8IYT3,0.0003018530626549
642,Q9NWZ5,1.3047188305967426e-05
643,P48549,0.0001888678897598
644,Q8N6Q1,3.7592532481165215e-05
645,Q8WYR1,0.0001035347448345
646,P02741,0.0005052550936228
647,Q99829,9.65062396432716e-06
648,Q8WZ75,8.998717879325042e-06
649,O43752,0.0001477740858598
650,Q8NEJ9,0.0003342707287244
651,Q9BY31,1.079902728782319e-05
652,P50151,0.0002442335963505
653,Q8NGY9,7.44271556000929e-08
654,A4D126,0.0001089995518181
655,Q9BRK3,1.4688358853423948e-05
656,Q5I0X7,1.1058822392071954e-05
657,Q8TBG4,1.1720009269215412e-05
658,Q3LI77,0.0
659,P04083,5.582567125227616e-05
660,P05013,2.142978754007855e-05
661,Q92499,0.0002093918696853
662,Q8IY84,5.001645322744188e-05
663,P08217,6.282630079675131e-06
664,Q9UQF0,0.0001006901062216
665,Q8TED4,1.1791634409765754e-06
666,Q96MH7,1.3774211292242632e-08
667,Q8N9Z0,0.0
668,Q9ULZ3,6.692901217530731e-05
669,P14625,0.0002535880455961
670,P49427,6.268544213323405e-05
671,Q92538,0.0002791350503637
672,Q5VYJ5,8.512636683832633e-06
673,B4DDR5,4.017933286834115e-05
674,P51164,4.798928868756311e-06
675,P56377,0.0001367621245649
676,Q8NBL1,4.642524227742564e-05
677,O00170,0.0001114948140422
678,O43447,0.0001035592324682
679,P16949,0.0001446785812756
680,Q96FS4,9.207515189642334e-05
681,P61254,0.0001713665673685
682,Q9UG63,0.0001865373587432
683,Q9BWH2,4.522876673694896e-06
684,Q08397,3.077941216667372e-05
685,P05019,0.0013375790990601
686,Q8NH18,7.831948315621382e-05
687,GLTPD2,0.0
688,Q8TD10,9.252685878006927e-06
689,O95067,0.0004198434534653
690,Q9UDX4,0.0
691,Q14201,4.383839321164352e-05
692,Q86UZ6,1.5961246090057058e-07
693,A6NKB5,2.711844811834838e-07
694,Q6XZF7,1.717973004087878e-06
695,Q8N4U5,1.2202486701466575e-06
696,P01344,0.0006580779734853
697,P60369,0.0
698,Q5T0U0,6.767936299350362e-07
699,Q6P3W7,3.693354294171645e-05
700,Q99575,0.0002245884726765
701,Q96H22,5.338959377514493e-05
702,Q9Y6D0,7.7173274800414e-06
703,Q8IZU0,0.0
704,Q9GZP1,3.1496720671354175e-05
705,Q86XE0,1.2646742779109084e-05
706,Q13023,0.0001170874686234
707,Q9Y227,1.596362617203923e-05
708,Q8NDN9,3.695967021463552e-05
709,O60268,6.117241745056613e-05
710,Q96C10,8.228444481636998e-05
711,Q9UHA2,4.085136818937628e-06
712,O43312,7.014743925516775e-06
713,Q9H2C8,1.965005636069993e-05
714,Q04743,1.1639333086387897e-05
715,Q9C0D0,8.241671419305805e-06
716,Q8WUY3,1.1393033258208657e-06
717,Q9Y5L3,1.6129796673832973e-05
718,Q9Y5Y9,0.0001964057654194
719,B2RTY4,2.51707298375248e-07
720,Q15020,4.866487061902965e-05
721,P35030,2.0098093126479126e-05
722,Q6ZWK6,0.0
723,P19099,3.4172272751696185e-05
724,P01040,0.000752091446668
725,Q9GZM3,3.9016450361995615e-05
726,P40692,0.000377213119353
727,Q8NCB2,2.193275397795272e-06
728,Q10588,7.696656566516433e-06
729,Q9NTK5,2.592743279944524e-05
730,Q8TDD2,4.397751521384398e-05
731,Q8IWP9,2.0148231113362098e-07
732,P11912,6.621888812200733e-05
733,Q99551,1.629149912365796e-05
734,Q9H8W4,0.0
735,P49336,3.636687282537244e-05
736,Q9NR71,2.231054009554876e-05
737,Q92791,1.2591348609850709e-08
738,Q15036,6.699205951643907e-05
739,O15020,0.0002963541716092
740,O14791,5.2900713435107214e-05
741,P46199,0.000147166783821
742,P19634,0.0009643985738477
743,Q9UL15,6.222803737983588e-06
744,Q6ZNC8,3.627778586284083e-05
745,Q16572,4.222187679628999e-05
746,Q9Y286,3.375781001664162e-05
747,P43366,2.5882283964319886e-05
748,Q8N5Q1,5.069497966473145e-06
749,O94916,9.383133611052838e-06
750,P54284,7.354212827733237e-05
751,Q15596,0.000142967488769
752,P78364,0.0002769080542632
753,Q96HQ0,5.920252283847481e-09
754,P16219,0.0004294493631796
755,O00716,3.2401642745695775e-05
756,Q9NP55,0.0008753359658004
757,Q96R09,7.44271556000929e-08
758,Q96D53,8.782579687965048e-06
759,Q8TCY9,0.0
760,ZBTB3,5.413367051064461e-05
761,P14902,7.174861454233285e-05
