node,biogrid_degree_centrality,biogrid_closeness_centrality,biogrid_betweenness_centrality,string_degree_centrality,string_closeness_centrality,string_betweenness_centrality,intact_degree_centrality,intact_closeness_centrality,biogrid_clustering_coefficient,intact_clustering_coefficient,string_clustering_coefficient
O95922,0.000245709,0.285126805,5.58e-07,0.022340537,0.002845725,2.41e-05,0.000149877,0.724681268,0.1,0.1526315789473684,0.0990391560331808
Q8N490,0.001228544,0.310698356,1.39e-05,0.025263597,0.002854761,4.67e-05,0.000134889,0.743947952,0.0056776556776556,0.0522875816993464,0.1075064592851154
Q9NY59,0.000210608,0.307989487,1.26e-06,0.02500261,0.00294336,6.38e-05,0.000172358,0.721997517,0.0261437908496732,0.0316205533596837,0.1477712458835964
Q9BWE0,0.000737127,0.581338257,6.7e-06,0.017799353,0.002890313,5.67e-06,0.000217321,0.792806191,0.187916026625704,0.0369458128078817,0.1422632396066931
Q9H1I8,0.000690325,0.513375111,7.79e-06,0.012318614,0.002667827,1.18e-05,0.000502087,0.79672728,0.0508474576271186,0.0321121664405246,0.1048323115759105
Q9Y623,0.000573321,0.425574884,1.4e-05,0.070205658,0.00315405,0.000152233,0.000149877,0.717681009,0.0552721088435374,0.0052631578947368,0.1985285006195787
P31689,0.001170042,0.604069726,1.4e-05,0.088057208,0.003159906,0.000189286,0.001551224,0.909708752,0.0707070707070707,0.0443694010599878,0.2019588774952694
Q9UNZ2,0.000444616,0.556231532,5.6e-06,0.031475102,0.002941428,1.1e-06,0.000247297,0.838255556,0.0668563300142247,0.043560606060606,0.1740632386241549
Q15776,0.001205144,0.314915156,9.44e-06,0.009134565,0.002753005,9.33e-06,0.000389679,0.783353238,0.1496287835522558,0.0663650075414781,0.1677504105090312
Q8IW92,0.000666924,0.297281112,1.2e-06,0.014563107,0.002797626,3.62e-05,0.000164864,0.70418338,0.0357142857142857,0.0173160173160173,0.0822052035790722
Q99523,0.000362713,0.273790807,3.31e-06,0.058513415,0.003112628,0.000112071,0.001363878,0.831846401,0.0365591397849462,0.0089247768805779,0.1320281636294125
Q86X29,0.001298747,0.591058396,3.1e-05,0.018164735,0.002854651,1.77e-05,0.000502087,0.896483273,0.09009009009009,0.0547263681592039,0.1322501573420782
Q9NZR2,0.000538219,0.287071411,2.91e-06,0.055799144,0.003100062,6.82e-05,0.000224815,0.741447645,0.0125603864734299,0.0436781609195402,0.1781776521163326
Q8N3R9,0.000386114,0.280702982,4.21e-06,0.041862407,0.003066028,4.76e-05,0.000389679,0.83730474,0.0909090909090909,0.085972850678733,0.1633743356963396
O60343,0.000444616,0.393282157,2.52e-06,0.029178411,0.002942813,1.35e-05,0.000314741,0.900365032,0.0099573257467994,0.0859465737514518,0.1876302408935567
O95249,0.000725426,0.485775297,1.31e-06,0.040400877,0.002975953,9.25e-05,0.000202334,0.887077005,0.1348492860920148,0.2022792022792023,0.1492456986605426
Q96P70,0.000854131,0.590233289,3.29e-06,0.031266312,0.002979394,5.54e-05,0.000569532,0.876523922,0.0673515981735159,0.0456140350877193,0.1660403906175845
Q96AX1,0.000468017,0.492825656,1.76e-06,0.036120681,0.002946106,3.25e-05,0.000224815,0.848049567,0.0858974358974359,0.1747126436781609,0.185021289410505
P51617,0.001567857,0.590285429,1.87e-05,0.0756342,0.00318902,0.000111353,0.001453804,0.917749297,0.0378184266636741,0.0706693018535334,0.2246186167637044
P15336,0.000327612,0.29110208,4.79e-07,0.046455789,0.00304151,2.63e-05,0.001813508,0.864256827,0.1798941798941798,0.0301772915880799,0.2613162118780096
Q92624,0.000608422,0.282417178,5.05e-06,0.044315691,0.003063785,3.45e-05,0.001221495,0.739203002,0.0143288084464555,0.0035597970158297,0.1398037646954241
Q9UBL3,0.000585021,0.310025525,1.86e-05,0.054442009,0.003041993,6.55e-05,0.000756877,0.819427579,0.0612244897959183,0.1033663366336633,0.2298073437209584
Q8N9T8,0.001544456,0.583588642,4.79e-06,0.040192087,0.002898491,3.04e-05,0.000584519,0.855812421,0.2476289613694194,0.1055611055611055,0.3111715332781652
Q13884,0.000339312,0.576222986,8.2e-06,0.025054807,0.00290607,9.35e-06,0.000277272,0.83552519,0.1527093596059113,0.1066066066066066,0.1069676409185803
Q14746,0.000573321,0.552384208,1.74e-06,0.024219647,0.00284154,3.49e-05,0.000239803,0.814155269,0.0212585034013605,0.0685483870967741,0.1578815074104416
Q9H061,0.000643523,0.314362161,1.25e-06,0.027612486,0.002781035,2.66e-05,0.00019484,0.827760875,0.0356902356902356,0.0738461538461538,0.2513533253136277
P14324,0.000877532,0.555865525,1.11e-05,0.054546404,0.003067281,0.000204029,0.000262284,0.829513777,0.0338164251207729,0.0504201680672268,0.1766961814148747
P36941,0.00081903,0.314963786,9.58e-06,0.027299301,0.002817861,9.32e-06,0.000569532,0.754730153,0.0165631469979296,0.0108771929824561,0.3506003531057926
Q9NZN4,0.000245709,0.533691381,4.65e-07,0.032101472,0.003000902,5.99e-05,0.000149877,0.736457695,0.0666666666666666,0.0368421052631578,0.1491274065835121
Q86VW1,0.000362713,0.300041995,1.02e-06,0.018686711,0.002765501,5.73e-05,0.000209827,0.689662866,0.0193548387096774,0.0052910052910052,0.1772530241146738
Q08AD1,0.000772228,0.259920533,5.44e-06,0.02604656,0.002921141,5.35e-05,0.000502087,0.832500691,0.1221445221445221,0.4776119402985074,0.1218018366049367
Q92889,0.000362713,0.396142888,2.89e-06,0.044159098,0.003000803,4.36e-05,0.000217321,0.793637958,0.0279569892473118,0.1625615763546798,0.257042539202932
Q7Z698,0.000245709,0.299902595,2.91e-07,0.037582211,0.00303446,5.13e-05,0.000442136,0.711445133,0.019047619047619,0.0374050263004091,0.1719595116674393
P63272,0.000245709,0.554443949,2.86e-07,0.037947594,0.002959579,2.62e-05,0.000134889,0.72120144,0.0380952380952381,0.0392156862745098,0.2305713127271211
Q7L9L4,0.000409515,0.603387223,1.9e-06,0.029804781,0.002997785,2.61e-05,0.000322235,0.826938462,0.0857142857142857,0.1129568106312292,0.20393277414201
Q8NEW0,0.000713726,0.335588687,1.4e-06,0.021296586,0.002940623,3.57e-05,0.000209827,0.796124673,0.033879781420765,0.0264550264550264,0.1216577540106951
Q86VS8,0.000596722,0.502119978,7.49e-06,0.020931204,0.002825986,1.49e-05,0.000307247,0.837460381,0.0211764705882352,0.0658536585365853,0.1391396508728179
P35232,0.002035873,0.552878625,8.38e-06,0.107631277,0.003132725,0.000192761,0.001281446,0.891805583,0.2342037073948575,0.0588923288613691,0.1821067527699068
O75400,0.001333848,0.528163932,1.72e-05,0.074016077,0.003119951,0.000141405,0.000734396,0.856583271,0.135537959944108,0.0746896696823059,0.2259745404632246
O95347,0.00056162,0.590436331,8.37e-06,0.084038,0.003144634,0.000118947,0.000696927,0.905911655,0.0230496453900709,0.0628798503973819,0.2018822693776081
Q9BRK0,0.00028081,0.296351036,2.02e-06,0.036799248,0.003048745,3.66e-05,0.000209827,0.69549203,0.2391304347826087,0.0846560846560846,0.1615530303030303
Q9HC35,0.000374414,0.309154317,7.02e-07,0.04917006,0.003080079,3.44e-05,0.000224815,0.828882166,0.0745967741935483,0.0827586206896551,0.2157459990839577
Q9BPY3,0.000479717,0.304565141,1.41e-06,0.003810419,0.002404793,6.54e-07,0.000359704,0.738516722,0.0170731707317073,0.0195035460992907,0.1019786910197869
Q9BRU9,0.001626359,0.533011914,2.78e-06,0.034189373,0.002881369,6.45e-06,0.000382186,0.762928586,0.3036179751850693,0.0862745098039215,0.354254499614819
Q8TA86,0.000631823,0.295457393,1.49e-06,0.014041132,0.002708873,8.67e-06,0.000142383,0.778539511,0.0223619846261355,0.1111111111111111,0.1890917161404871
Q92576,0.000432916,0.298936785,3.38e-06,0.034920138,0.002953015,6.5e-05,0.000157371,0.869879202,0.0315315315315315,0.1619047619047619,0.1468050446192816
Q9UJY5,0.000444616,0.544117332,1.64e-06,0.031109719,0.002940942,5.1e-05,0.000584519,0.788297651,0.0327169274537695,0.0422910422910422,0.118464835598669
P62072,0.000865831,0.485861111,2.45e-05,0.045986011,0.002961521,3.49e-05,0.000157371,0.760745408,0.0181414291003332,0.1333333333333333,0.2641884222474461
P62701,0.001521055,0.55449824,1.58e-05,0.082472074,0.003081273,9.86e-05,0.001109088,0.889008148,0.2914728682170542,0.1011215296929582,0.2476106492652776
Q9NR56,0.002000772,0.306133498,2.93e-05,0.05945297,0.003090023,0.000140911,0.000224815,0.79609604,0.0159614723082215,0.0160919540229885,0.2093378861919082
P25398,0.000631823,0.496137407,1.7e-06,0.075999582,0.00301956,8.74e-05,0.000494593,0.857654971,0.5255066387141859,0.1417249417249417,0.2956053396775046
Q9HCC0,0.000444616,0.460810064,7.64e-07,0.035755298,0.002902769,1.33e-05,0.000307247,0.793683324,0.2190611664295874,0.1073170731707317,0.1888888888888888
O95905,0.00054992,0.308745883,7.41e-07,0.00986533,0.002655841,3.53e-06,0.000472112,0.839691144,0.0758556891766882,0.064516129032258,0.1510187999549701
O00154,0.000327612,0.603136413,1.46e-06,0.030900929,0.002954276,0.000108962,0.000299753,0.769601265,0.0529100529100529,0.0628205128205128,0.1258803219463118
Q69YH5,0.000304211,0.271793854,6.55e-07,0.029700386,0.002875973,1.03e-05,0.000247297,0.826225386,0.043076923076923,0.0852272727272727,0.3534555310775019
Q8N653,0.000339312,0.272396711,3.66e-06,0.016129032,0.002766314,8.62e-06,0.000487099,0.788538592,0.0147783251231527,0.0153846153846153,0.1175765981591224
Q9H3L0,0.00028081,0.271542895,1.04e-06,0.025785573,0.002885227,1.18e-05,0.000157371,0.731397134,0.0289855072463768,0.0333333333333333,0.2114050143301771
P05783,0.001333848,0.300223684,1.06e-05,0.060862303,0.003087934,9.41e-05,0.000914248,0.87149934,0.0562024530352429,0.0616447635821704,0.2258806381083488
Q9H204,0.000362713,0.278240714,6.07e-07,0.019052093,0.00279915,5.34e-05,0.000621988,0.739664096,0.1058201058201058,0.1169556273875991,0.1323799488183049
Q9H0A0,0.001509354,0.590304305,5.51e-06,0.070101263,0.00303317,0.000134496,0.000816828,0.918142114,0.2411417322834645,0.1379544682296976,0.2408003968249564
O43674,0.001146641,0.553547295,1.2e-05,0.036381668,0.002883409,1.12e-05,0.000419655,0.746884608,0.1878813381022512,0.2337662337662337,0.2455226834215604
P46109,0.000503118,0.591036241,9.93e-06,0.047917319,0.003030147,5.46e-05,0.000966705,0.868579123,0.0376522702104097,0.0457848837209302,0.2211293338370123
Q92769,0.000725426,0.492102718,1.69e-05,0.13529596,0.003216511,0.000400145,0.001753558,0.881296462,0.0920148069804336,0.0593521881075529,0.1814781460992705
O95076,0.000222308,0.29007959,4.28e-06,0.030587744,0.002997286,6.49e-05,0.000179852,0.696025777,0.023391812865497,0.0108695652173913,0.149768093112803
Q8NBM4,0.00084243,0.299622398,1.03e-05,0.021557574,0.002862341,2.28e-05,0.000532062,0.774907015,0.0449921752738654,0.0728370221327967,0.1385434542419897
P06702,0.001813565,0.508816518,0.000119223,0.044054703,0.002988341,4.52e-05,0.000824322,0.838341138,0.0476749057394218,0.0378648874061718,0.2618132038027131
Q6PJG9,0.000608422,0.29386128,8.16e-06,0.036016286,0.003064642,4.49e-05,0.000517075,0.793153681,0.0196078431372549,0.0511508951406649,0.1643886329694369
Q9UBF6,0.000620122,0.296916366,6.25e-06,0.050057417,0.003046617,4.74e-05,0.000239803,0.695256162,0.0050798258345428,0.0625,0.1795494175604807
Q13009,0.000444616,0.533706889,1.56e-06,0.058461217,0.003077337,6.85e-05,0.00089926,0.83777735,0.1621621621621621,0.1675070028011204,0.2443220988127154
Q9ULW8,0.000374414,0.283147022,6.16e-06,0.012005429,0.002755024,3.96e-05,0.000157371,0.690747696,0.002016129032258,0.0142857142857142,0.1139927852667552
Q13163,0.000315911,0.236515904,8.82e-07,0.072084769,0.003121475,0.000218364,0.000509581,0.756374367,0.0316205533596837,0.0645302897278314,0.1801110306541153
Q6PJT7,0.000772228,0.603920815,9.74e-06,0.068796325,0.003157524,8.51e-05,0.000172358,0.827818303,0.1412587412587412,0.1304347826086956,0.2143384686998432
P49902,0.000222308,0.514677407,1.88e-06,0.038051989,0.002938034,3.65e-05,0.000179852,0.768116535,0.0292397660818713,0.0144927536231884,0.0950760487797524
Q9BUP0,0.000596722,0.394395317,2.16e-05,0.028813028,0.002988006,3.94e-05,0.000149877,0.760605989,0.0305882352941176,0.0368421052631578,0.102672348036508
Q9BW61,0.000479717,0.27997731,1.54e-06,0.013519156,0.002721291,1.17e-05,0.000577025,0.764877948,0.023170731707317,0.0519480519480519,0.1715901948460088
Q13393,0.00081903,0.284852872,1.97e-05,0.049274455,0.003044244,3.09e-05,0.000179852,0.700561535,0.0285714285714285,0.0036231884057971,0.1563213329259306
Q9BPZ2,0.000292511,0.311874981,2.03e-07,0.004488986,0.002432959,1.12e-06,0.000149877,0.703004841,0.0733333333333333,0.0578947368421052,0.1852257181942544
Q53GQ0,0.001146641,0.590792356,1.79e-06,0.038782754,0.002992349,0.000137982,0.000584519,0.859764811,0.1527456343362087,0.0426240426240426,0.1264161826644368
Q9Y251,0.000222308,0.280781729,2.8e-07,0.024010857,0.002903981,6.18e-06,0.000187346,0.786192443,0.0409356725146198,0.04,0.1603201667140286
Q9HAV7,0.001368949,0.550027523,9.21e-06,0.06049692,0.002998381,6.56e-05,0.000599507,0.890114327,0.1401414677276746,0.0534810126582278,0.2678474833137375
P02649,0.000854131,0.27195182,5.73e-06,0.115982879,0.003182848,0.000238643,0.000756877,0.75664079,0.3519786910197869,0.0277227722772277,0.165225482476208
Q12769,0.000538219,0.334268015,7.07e-06,0.036955841,0.002993121,2.52e-05,0.000412161,0.851587455,0.0743961352657004,0.1494949494949495,0.2325573961754529
P27338,0.000315911,0.375623196,7.53e-07,0.059974945,0.003128613,0.000139397,0.000187346,0.761017954,0.0911680911680911,0.05,0.1600376634128146
Q5H9I0,0.000362713,0.299923508,2.7e-06,0.024532832,0.002945788,3.07e-05,0.00019484,0.717968114,0.010752688172043,0.0676923076923076,0.1843487728530599
P21580,0.000374414,0.266452572,1.11e-05,0.062167241,0.003054433,9.09e-05,0.000592013,0.756288222,0.0100806451612903,0.0723790976955534,0.2196106654248601
P28340,0.00056162,0.445943434,4.65e-06,0.080645161,0.003116262,6.83e-05,0.000584519,0.901377833,0.0287929125138427,0.0832500832500832,0.2107718362761373
Q9NRP7,0.000292511,0.397851835,1.07e-06,0.022392734,0.002868932,3.02e-05,0.000187346,0.742196368,0.0333333333333333,0.0366666666666666,0.1356229440341589
Q5JRA6,0.00166146,0.58998931,1.67e-05,0.021400981,0.002857306,4.25e-05,0.000307247,0.851994575,0.1235640795125362,0.0512195121951219,0.1067803685371817
P0C7P0,0.000900933,0.590039966,6.61e-06,0.022497129,0.002870687,7.72e-06,0.000689433,0.75910102,0.1274777853725222,0.0613951266125179,0.1783521286354071
Q15654,0.001205144,0.5910959,5.98e-05,0.05799144,0.003112366,0.000223852,0.001888447,0.854737665,0.0196078431372549,0.017801808638462,0.1473552760681473
P98172,0.002410287,0.311219005,2.58e-05,0.041079445,0.002988335,2.34e-05,0.000344716,0.846880081,0.0420554108453705,0.0454106280193236,0.2481869824857496
Q9Y2X3,0.00109984,0.604181754,2.34e-06,0.08549953,0.003051993,7.93e-05,0.000689433,0.852033075,0.2529861442904921,0.0891065456282847,0.269942709160791
P45983,0.000327612,0.468308268,2e-06,0.102359328,0.003170144,0.000141387,0.00083931,0.847208453,0.0317460317460317,0.0357142857142857,0.2118619196786312
Q8WVJ2,0.000514819,0.484418783,1.63e-06,0.037216828,0.003002601,0.00012606,0.00035221,0.844199247,0.022198731501057,0.036077705827937,0.2322399420079739
O00161,0.00083073,0.309164361,1.76e-06,0.047551937,0.003047762,7.07e-05,0.000419655,0.876547062,0.1633802816901408,0.0818181818181818,0.1906273748205691
P81877,0.000760527,0.303649229,7.41e-06,0.019469673,0.002884039,2.73e-05,0.000344716,0.796537388,0.0423076923076923,0.1101449275362318,0.0929689526939375
Q9BVI4,0.00083073,0.55216724,3.94e-06,0.057573859,0.002974514,0.000103268,0.000524569,0.854755842,0.2056338028169014,0.0753623188405797,0.2829817376467085
Q00537,0.000362713,0.274650777,1.51e-06,0.078191878,0.003161969,7.36e-05,0.000299753,0.743567288,0.032258064516129,0.0525641025641025,0.1877640461162645
P51991,0.000690325,0.553117635,1.22e-06,0.079183631,0.00314026,0.000108553,0.000921742,0.912524232,0.1443600233781414,0.1062241769958683,0.2545034899111738
Q9ULH0,0.001064738,0.604253337,1.03e-05,0.038573964,0.003096067,5.52e-05,0.000329729,0.865407156,0.1037851037851037,0.102536997885835,0.1640501520035498
O43896,0.000292511,0.282122881,4.27e-07,0.047290949,0.003089213,5.07e-05,0.000636976,0.807716549,0.0666666666666666,0.2957983193277311,0.1858207407949459
Q8N5L8,0.000444616,0.301124263,3.43e-06,0.020774611,0.002920598,1.43e-05,0.000232309,0.768590437,0.1308677098150782,0.0967741935483871,0.2053466324063643
Q9Y2H1,0.000234008,0.309863383,5.83e-07,0.091502244,0.003137175,0.000359614,0.000824322,0.83948622,0.0631578947368421,0.023185988323603,0.0850134277311953
Q8TCS8,0.001170042,0.53559824,9.26e-06,0.060862303,0.002996671,4.2e-05,0.000232309,0.783033549,0.2802020202020202,0.1096774193548387,0.2272469614764537
Q86XK7,0.000737127,0.292854075,1.35e-06,0.013362564,0.002818645,9.01e-07,0.000457124,0.723164628,0.0097286226318484,0.007103825136612,0.1746323529411764
Q9H0W5,0.00056162,0.590207325,2.7e-06,0.041758012,0.002747516,9.58e-05,0.000187346,0.775045828,0.1152482269503546,0.0166666666666666,0.1521088861076345
P54760,0.000947734,0.588268575,1.95e-05,0.061227686,0.003157245,5.66e-05,0.000494593,0.868312465,0.0280246069719753,0.0442890442890442,0.227717500414619
Q86VR2,0.001088139,0.297616472,4.35e-06,0.011170268,0.002615601,7.6e-06,0.001228989,0.750552045,0.1070593735390369,0.0252132275923986,0.1076302049054451
Q08378,0.001275346,0.604178732,3.81e-05,0.021922956,0.002860052,2.29e-05,0.00035221,0.863365214,0.1420319401970778,0.0693802035152636,0.130889873849301
Q9P2R3,0.001462553,0.307776749,3.13e-05,0.049483245,0.003103586,6.5e-05,0.000269778,0.881453119,0.0420645161290322,0.0984126984126984,0.1503704792839034
Q9BUJ2,0.000631823,0.603828895,4.48e-06,0.039617914,0.002979616,1.31e-05,0.001004174,0.872424286,0.206848357791754,0.0755246324767141,0.2301702351031248
P09429,0.000456316,0.603383888,4.94e-05,0.1008456,0.003199445,0.000212488,0.002180706,0.892942753,0.0418353576248313,0.0550776158312596,0.1964370149023291
Q9BT73,0.000690325,0.285945012,1.27e-05,0.013832342,0.002730388,7.62e-06,0.000262284,0.717525238,0.0040911747516072,0.0403361344537815,0.1736134934248142
P35613,0.005311992,0.602767677,0.000182013,0.053711243,0.003042763,6.52e-05,0.000651964,0.894244586,0.0432417120865811,0.0542635658914728,0.1784683856866815
Q9H9Y6,0.000690325,0.506318132,2.19e-06,0.091919825,0.003087736,0.000111587,0.000239803,0.806761688,0.2133255406195207,0.1149193548387096,0.222114242940478
P13637,0.002269882,0.551735959,3.01e-05,0.080227581,0.003173948,9.32e-05,0.000239803,0.793800477,0.0195502377009775,0.0221774193548387,0.196426514042507
Q12981,0.000889232,0.296392449,4.43e-06,0.023541079,0.002802417,2.01e-05,0.000337223,0.872524465,0.0850961538461538,0.0858585858585858,0.1797388519339738
Q8WTT2,0.001462553,0.604165741,1.08e-06,0.053032676,0.00298887,4.68e-05,0.000434643,0.890921213,0.3167741935483871,0.1536600120992135,0.2778131181878127
Q02487,0.001134941,0.591216438,8.26e-06,0.036172878,0.003002409,9.29e-05,0.000217321,0.848235609,0.1103951890034364,0.1354679802955665,0.1425526945758159
Q9P287,0.000234008,0.555601264,1.15e-06,0.063002401,0.003032441,0.00016267,0.000359704,0.900700078,0.1052631578947368,0.0886524822695035,0.2517226076191811
Q6NSJ5,0.000936034,0.304115722,1.04e-05,0.021661969,0.002958494,9.33e-05,0.00019484,0.73262754,0.0148734177215189,0.0369230769230769,0.1607822594726733
Q9P1U0,0.000503118,0.282830289,1.75e-07,0.046873369,0.002966734,7.49e-05,0.000187346,0.715084919,0.5329268292682927,0.0366666666666666,0.2130735214883564
Q6UX71,0.000585021,0.305205368,1.46e-05,0.01847792,0.002817052,7.85e-05,0.000202334,0.710730349,0.0073469387755102,0.0085470085470085,0.0935964533218098
P30050,0.001205144,0.603345715,0.001045285,0.089101159,0.003107858,0.000121492,0.00074189,0.868586533,0.3009708737864077,0.1352298495155638,0.2387850592450505
P01568,0.000339312,0.306334821,9.43e-06,0.013780144,0.002526105,4.15e-06,0.000187346,0.691765126,0.0270935960591133,0.05,0.5546145869339786
Q6AZZ1,0.000854131,0.310741797,5.56e-05,0.022601524,0.002924253,1.56e-05,0.000299753,0.692514468,0.0076103500761035,0.0102564102564102,0.2440338722093918
Q99459,0.00109984,0.527303821,1.67e-05,0.123342729,0.003194936,0.000477875,0.00521571,0.942835427,0.1262868908716541,0.0305424625816588,0.1689155026529157
P49069,0.001029637,0.273641301,2.23e-06,0.015085082,0.002735517,3.26e-05,0.000337223,0.830596007,0.3222979552093476,0.0494949494949494,0.1290128796616685
P46782,0.001450852,0.549369116,2.93e-06,0.100323625,0.003111092,0.000199609,0.000666951,0.876297109,0.2726199842643588,0.1455566905005107,0.2410219269902025
P78345,0.000397814,0.295307655,1.12e-06,0.066343042,0.002992129,4.82e-05,0.000314741,0.781763403,0.115530303030303,0.0975609756097561,0.3092189794135686
P20020,0.001228544,0.583378415,3.9e-06,0.055799144,0.003110367,7.7e-05,0.000412161,0.899615136,0.1617216117216117,0.0666666666666666,0.1248217557800177
Q9BPW8,0.001462553,0.272352279,2.81e-06,0.021505376,0.002890684,8.41e-06,0.000607001,0.897951172,0.3659354838709677,0.0848765432098765,0.1316467058795738
P10619,0.000315911,0.508431637,1.45e-06,0.060444723,0.003093904,9.65e-05,0.000224815,0.818148907,0.0142450142450142,0.0666666666666666,0.1361226923897937
O43676,0.000994536,0.303162165,5.6e-06,0.036016286,0.002870354,2e-05,0.000209827,0.761658958,0.2120448179271708,0.3439153439153439,0.262518668097011
Q8WZ19,0.000234008,0.312043321,1.48e-06,0.018425723,0.002851368,1.23e-05,0.000307247,0.719417262,0.0947368421052631,0.0597560975609756,0.1105459696111254
P14923,0.001544456,0.603862459,5.3e-05,0.083150642,0.003192117,0.000949091,0.001146557,0.884589784,0.0707841776544066,0.0532335741314069,0.123411312683947
O95490,0.000444616,0.589901074,1.89e-07,0.044159098,0.003046967,4.12e-05,0.000202334,0.880931994,0.3172119487908961,0.0712250712250712,0.0843286191895029
P29353,0.000444616,0.590711906,2.01e-06,0.063680969,0.003054474,5.68e-05,0.001318915,0.9005912,0.0312944523470839,0.0606493506493506,0.2637797711104238
Q86TS9,0.001614658,0.310951477,1.65e-06,0.018530118,0.002743894,8.84e-06,0.000157371,0.741698973,0.4343594626044642,0.2333333333333333,0.3045913901488024
P0CG47,0.002796401,0.528408757,9.19e-05,0.157010126,0.003255635,0.000415773,0.001776039,0.886791146,0.0075946696670299,0.0238861474647786,0.1418129417883095
O43837,0.000222308,0.48272908,4.15e-07,0.05924418,0.003077425,6.32e-05,0.000262284,0.848145168,0.2573099415204678,0.0907563025210084,0.208785710400982
Q96NT1,0.000468017,0.293982135,3.28e-06,0.048178307,0.003080185,4.58e-05,0.000247297,0.732701699,0.0256410256410256,0.0303030303030303,0.1554513129167127
Q9HAC7,0.000210608,0.287845566,6.18e-08,0.022601524,0.002875246,4.5e-05,0.000202334,0.736525173,0.0980392156862745,0.0541310541310541,0.1258339748524506
P54105,0.000643523,0.569653825,3.32e-06,0.048021714,0.003006311,7.07e-05,0.000434643,0.838361846,0.0249158249158249,0.1222020568663036,0.1999976344798221
P59923,0.000596722,0.299936905,3.07e-06,0.012683996,0.002863536,1.94e-05,0.000164864,0.69694368,0.068235294117647,0.0519480519480519,0.1567867224432881
Q9H3Q1,0.000503118,0.30114084,3.13e-06,0.018634513,0.002831408,2.61e-05,0.00025479,0.834857469,0.1151716500553709,0.1051693404634581,0.107433984829887
Q68CZ6,0.000596722,0.27587717,5.15e-06,0.011274663,0.002707166,1.05e-05,0.000524569,0.871622686,0.1639215686274509,0.1991718426501035,0.0962532299741602
Q14061,0.000538219,0.553529563,6.58e-06,0.038156384,0.002916445,7.71e-06,0.000172358,0.844526943,0.1516908212560386,0.0790513833992094,0.2086951633154058
Q9P0L0,0.003100612,0.590417899,0.000138281,0.080749556,0.003139182,0.000314338,0.002203188,0.908792321,0.076186392224128,0.0364050056882821,0.124714947178991
Q9P0I2,0.000573321,0.306615412,1.56e-06,0.020513624,0.002851192,3.76e-05,0.000262284,0.835776662,0.0977891156462585,0.2168067226890756,0.1208911045334164
Q8IWZ3,0.001228544,0.30504461,1.45e-05,0.058983192,0.003177699,0.00012307,0.00025479,0.849437661,0.0135531135531135,0.0695187165775401,0.1640875706436113
O60218,0.000292511,0.49886171,1.6e-06,0.044367888,0.003067468,9.72e-05,0.000142383,0.696036879,0.0166666666666666,0.023391812865497,0.1761546456038245
Q96J02,0.000479717,0.549886263,7.69e-06,0.083724815,0.003172645,0.000168473,0.000749384,0.774772969,0.0682926829268292,0.0151515151515151,0.1609980040541192
P63218,0.000608422,0.280852612,5.25e-06,0.027821276,0.002800555,2.86e-05,0.000217321,0.709668941,0.1711915535444947,0.0467980295566502,0.1713100763164948
Q14318,0.003720734,0.590228224,3.94e-05,0.076834743,0.003143792,0.000170436,0.001004174,0.886679428,0.1354482868083249,0.0444394568510829,0.1569750687198888
Q13501,0.00194227,0.598123412,0.0001349,0.104812611,0.003192229,0.000209978,0.001633656,0.910716628,0.0229280759401241,0.0460829493087557,0.1554112399430678
Q08188,0.001006236,0.303406341,6.05e-06,0.021400981,0.002827579,5.95e-05,0.00035221,0.833518855,0.0766073871409028,0.0240518038852913,0.117764923370505
Q9NVZ3,0.000245709,0.590423743,3.04e-06,0.017381773,0.002725907,1.66e-05,0.000202334,0.831560162,0.0238095238095238,0.1396011396011396,0.1385542168674698
Q96HE7,0.000351013,0.467424896,4.81e-07,0.034189373,0.002967625,3.52e-05,0.000202334,0.831003194,0.2735632183908046,0.1339031339031339,0.1836636552513014
Q6NXE6,0.000889232,0.547929769,7.46e-06,0.012057626,0.002720314,7.42e-06,0.000434643,0.765168796,0.0189473684210526,0.0744101633393829,0.0985507246376811
Q9NQC8,0.000292511,0.269796629,1.24e-06,0.019887253,0.00277906,3.9e-05,0.000164864,0.720409495,0.36,0.6233766233766234,0.1996270203066722
Q13347,0.000538219,0.603668306,1.09e-06,0.0672304,0.00303401,5.43e-05,0.000824322,0.907063559,0.059903381642512,0.1309424520433694,0.3037686950730429
P33316,0.000912633,0.576133197,5.96e-06,0.083463827,0.003114178,8.32e-05,0.000307247,0.808576061,0.0731611893583724,0.0329268292682926,0.1795717129213267
Q9BX63,0.000444616,0.290092906,1.45e-06,0.040661864,0.002956456,3e-05,0.000224815,0.755133909,0.0128022759601706,0.0229885057471264,0.2936894245143236
P43686,0.00083073,0.603752091,5.14e-06,0.082680864,0.003130741,0.00011752,0.000764371,0.885151155,0.0490945674044265,0.1679285575616385,0.2097706375185844
Q92574,0.000713726,0.27214469,1.46e-06,0.035755298,0.002987607,3.01e-05,0.000951717,0.891493252,0.1248979591836734,0.0328708911386076,0.2619541554616468
Q49A88,0.000795629,0.269469704,1.44e-06,0.011118071,0.002602012,1.66e-05,0.00044963,0.799637227,0.1633011413520632,0.1259887005649717,0.1626361945256444
P20585,0.000386114,0.536736821,7.26e-06,0.043950308,0.003009757,6.81e-05,0.000307247,0.779902328,0.0568181818181818,0.0329268292682926,0.2512053007815037
